beta_0,beta_1,sigma,log_lik
-1.4624378,0.93118409,1.6282084,-7.3379733
-1.0609653,1.6463051,1.1641925,-8.1904718
-1.5034425,1.2230373,0.73520707,-4.2440009
-1.5034425,1.2230373,0.73520707,-4.2440009
-1.2953482,1.3256441,0.7567928,-3.7375407
-1.3575116,1.3425017,0.82062996,-3.8990371
-0.53988272,1.0300021,0.8231243,-3.7876981
-0.45142197,1.0625212,0.64401317,-3.2862218
-0.45142197,1.0625212,0.64401317,-3.2862218
-0.45142197,1.0625212,0.64401317,-3.2862218
-0.45142197,1.0625212,0.64401317,-3.2862218
-0.45142197,1.0625212,0.64401317,-3.2862218
3.1829609,0.034992042,1.7991312,-6.6177392
4.6530263,-0.30853178,1.8008696,-7.0318502
6.0928019,-0.87644446,2.382325,-8.073395
2.8625314,0.10767467,1.8971585,-6.7126948
3.3916421,-0.038688973,1.2371989,-5.8939561
3.503435,-0.25774392,1.2586597,-6.7101302
2.8460636,0.16243604,1.4024582,-5.8892881
5.6137129,-0.63146782,1.8625795,-7.3929091
2.1692159,0.34121408,1.4260159,-5.7261895
2.4000758,0.3284056,1.8419292,-6.5648911
-0.4124542,1.0216146,1.1711805,-4.721844
1.3024046,0.17965308,1.5983902,-7.3618422
2.0151336,0.038721433,0.7954273,-8.9898007
2.7018061,0.16650463,0.81338454,-5.2554033
3.0217322,0.20135819,0.9947428,-5.7773097
2.8186208,-0.083683623,1.1965176,-6.4985015
2.5936943,-0.13100306,1.1446725,-7.6082052
2.013445,0.42326207,1.3913019,-5.6532923
1.7588167,0.67105284,1.3338023,-6.1944003
-1.0336879,1.4337181,0.83445761,-5.6595619
-1.4422977,1.1045771,0.97795384,-5.4665726
-2.7778398,1.7286102,0.74871005,-4.4785997
-2.7778398,1.7286102,0.74871005,-4.4785997
-2.5939319,1.666887,1.1000506,-4.8841032
-0.24616732,1.3038755,1.6011046,-6.7478773
1.4472416,0.75070275,1.1189464,-5.9078253
0.88843242,0.46968081,1.1865095,-5.6786954
1.7012074,0.62263477,1.3431638,-5.8308418
1.3619944,0.43808984,1.2511794,-5.3510069
1.2951854,0.61169927,1.3204343,-5.3271646
-0.18164388,1.1379617,1.6265197,-6.09931
1.4779008,0.39245873,0.86287517,-4.8921792
1.8909193,0.28827928,0.74234933,-5.1486094
-2.286258,1.6119624,0.67446481,-4.2004133
-2.1586497,1.7083689,0.63254782,-6.2274272
0.96156484,0.53474882,1.7397867,-6.2757041
1.4865616,0.63184045,1.649749,-6.1601227
1.4041592,0.7573835,1.7856468,-6.6714304
-3.0331397,1.8032878,2.0805694,-6.8899052
-4.1415182,2.1148233,1.0295694,-5.5913774
-3.7987971,2.2556376,1.178675,-7.0036892
-4.1643686,1.804828,1.246476,-6.8603406
-1.2407067,1.1377423,0.81313364,-4.3726434
-0.74443993,1.250771,0.94944332,-4.5232602
-0.63548494,1.074228,1.2988442,-5.0627922
0.82680264,0.71146976,1.2324504,-5.0053348
2.1192936,0.48786207,0.81933255,-5.561708
2.1942145,0.51590316,0.88740285,-6.070549
-0.20209482,1.2017553,1.167171,-5.6396636
-0.35120336,0.77751324,1.402687,-6.0629214
-1.3596497,1.1971667,1.0014028,-4.5532448
-0.16867969,1.0301952,0.97075543,-4.2673219
-0.16867969,1.0301952,0.97075543,-4.2673219
-1.0876873,0.96780109,1.1058126,-5.8861308
-1.4247858,1.5578007,1.2457863,-5.9307875
1.1073508,0.84949848,1.2990304,-6.0101233
1.7098525,0.20305176,1.0696725,-6.2383266
3.9203791,0.051733275,0.80796539,-8.3055471
3.5190422,-0.040974752,0.79347728,-6.1978533
0.88977507,0.72868881,0.83621136,-4.1401537
1.6908256,0.33460008,0.79212408,-5.021385
-3.0873876,1.6559862,0.79878206,-5.1761303
-2.628502,1.7005149,0.80843486,-4.4588702
-2.1436883,1.5182269,0.63584139,-3.8809391
-1.9138352,1.5069872,0.63000873,-3.9273854
-1.6103859,1.1798413,0.640942,-5.6404482
-1.3660144,1.2374674,0.72415747,-3.7589053
-0.11760809,1.0430326,0.60758317,-3.7807737
-0.15490938,1.0025392,0.55405918,-3.3039619
-0.063225124,0.98392377,0.59914784,-3.3876349
-0.063225124,0.98392377,0.59914784,-3.3876349
-2.7915772,1.7052781,1.0516458,-4.8402532
-1.3635474,1.4352782,0.89639274,-4.6178758
-2.042667,1.291238,0.75241444,-5.5717159
-1.3667374,1.1356269,0.95567505,-4.9106929
-1.5170514,1.115455,0.92877357,-5.604208
-0.8997066,1.4039525,0.90583174,-5.6640966
0.0085610446,0.83413681,0.94562086,-4.3206811
0.0024592128,0.62070338,1.9823841,-7.1441829
0.28805473,0.73186572,1.937716,-6.5723553
-0.47228791,0.39660539,1.6094085,-9.9768517
1.0622427,0.84624894,1.3213719,-5.9260717
0.045589434,0.84428417,1.1247006,-4.7016662
0.071738213,0.70924483,0.92884231,-5.1666073
0.23672096,0.79199261,0.94753049,-4.2706768
0.42574915,0.82175809,0.61657457,-3.4736739
0.71295423,0.87502724,0.61361544,-5.0928719
0.71295423,0.87502724,0.61361544,-5.0928719
1.1055436,0.43238724,1.495478,-6.0453603
1.0974839,0.47862901,1.460195,-5.8149063
0.615333,0.60194826,2.0801287,-6.8987161
0.4691297,0.56615374,2.1825318,-7.209798
1.6645941,0.69954781,1.6417006,-6.5566554
0.30809201,0.61571818,1.512347,-6.1496367
1.5676699,0.64129653,1.2128496,-5.5068646
1.8832279,0.49453486,0.93811511,-4.9383431
-0.18109998,0.86106273,0.6672656,-4.0454485
-0.37624906,1.0126281,0.73041342,-3.4843299
-2.2479346,1.5238273,0.7611353,-4.0593688
1.1193387,0.90424476,0.97034085,-6.676054
-0.39310489,1.067749,0.77138701,-3.642894
-0.66527492,0.96884567,1.3884616,-5.5238844
0.15713347,0.80540402,0.80907898,-3.9678735
-2.7827997,1.7777101,1.2629112,-5.4003029
-3.2087282,1.8977796,0.96782558,-5.1253872
-2.2609454,1.5405499,0.64470881,-3.9711759
-2.2609454,1.5405499,0.64470881,-3.9711759
-2.2609454,1.5405499,0.64470881,-3.9711759
-2.2609454,1.5405499,0.64470881,-3.9711759
-2.5162895,1.5749437,0.63512869,-4.2975077
-1.7324657,1.2788111,1.0622278,-4.8589929
-1.0502086,1.0811258,0.89481903,-4.4959118
-0.91536814,1.097964,0.9113587,-4.1727489
-1.2047352,1.1854755,0.83703726,-3.9944138
-1.2047352,1.1854755,0.83703726,-3.9944138
-4.9974879,2.4785773,1.3533539,-6.7150637
-5.5367143,2.3816954,1.2727743,-6.5574416
9.5718623,-1.6234545,1.6096557,-9.7236254
7.2172615,-1.4191633,2.0182149,-8.8604487
4.0932417,-0.27707852,1.1867377,-6.3478758
-0.0097165687,0.95462716,1.0624826,-4.4588358
-1.5899595,1.0844932,0.87218334,-6.5121716
2.0327624,0.052099846,0.99797223,-7.3382034
2.8493673,0.30258635,0.9942185,-6.0327931
0.40367969,1.0291127,1.0767006,-5.5584847
1.2455309,0.78147395,1.3360999,-5.8947087
3.9209418,-0.67953312,1.3385163,-10.108582
0.2534917,0.12529307,2.9852526,-9.6164447
-0.76604917,0.59964906,2.8355385,-8.8063388
-0.72338803,0.90587781,2.5374801,-7.6696658
2.1395833,0.44194972,1.7278932,-6.3833398
3.2120257,-0.01798921,2.0352037,-7.0058211
3.1405335,0.061962376,1.3635596,-5.9294556
-4.3897309,2.3424007,1.5502827,-6.7457261
-4.4674662,1.9682084,1.3042723,-6.4472748
-4.2726712,2.3342565,1.2556805,-6.7108079
-5.4109368,2.2195701,1.3757299,-6.9562728
-5.0561547,2.558513,1.2265528,-7.2122696
-5.2380761,2.2504046,2.513239,-7.8429085
-5.210108,2.3403509,0.91162789,-6.5584534
1.4450151,0.44143182,0.78641341,-4.5304519
0.96722603,0.82814544,1.2277139,-5.5067204
1.5349108,0.40326833,1.6095972,-6.0506289
-0.88140929,1.0550884,1.0105339,-4.5751609
1.8999204,0.25219967,0.7429692,-5.5582449
0.86030131,0.80287429,1.0997044,-4.9619689
-0.063512543,0.75675577,1.0317808,-5.1427649
-2.9171577,1.7750688,0.72343,-4.6378651
-3.307196,1.8286767,0.71399718,-4.9031425
-2.0880653,1.48637,0.76372361,-3.9680957
-0.77100125,1.0306251,1.2312983,-5.0606375
1.2932732,0.3683754,0.81765796,-5.6878185
-0.32954171,0.64712435,2.5299213,-8.0038344
-0.25853257,0.69481905,2.4421847,-7.7195688
-0.26893699,0.70045522,2.4742176,-7.7526593
1.0164274,0.33810514,1.117479,-6.6357758
1.7525313,0.68397488,1.1281665,-6.1712175
1.1381091,0.53605045,1.661441,-6.0587575
3.0011953,0.1370511,2.6294231,-7.8066904
0.90715161,0.76271666,0.71221866,-4.2245472
0.21753114,0.83369441,0.65073556,-3.4641067
0.21753114,0.83369441,0.65073556,-3.4641067
-0.62265373,0.86614473,0.61337317,-6.6783556
0.10847847,1.0126323,0.60918209,-4.2919845
-0.39024937,0.95498348,0.79634054,-3.8752316
0.072591196,0.79414776,0.81792634,-4.2074915
0.5648128,0.82230081,0.6829733,-3.7716972
1.431657,0.59612898,1.0476296,-4.8217237
0.11012437,0.79699862,0.73028723,-3.975994
-0.13741447,0.92143296,0.71289348,-3.5318914
-0.11297366,0.93340899,0.71104075,-3.4767826
-0.83527352,1.2036966,0.68969835,-3.5295656
-1.5321261,1.2351114,0.7955362,-4.268831
0.49876623,0.63334766,0.81282328,-4.7368794
-0.89852193,1.2288357,1.0954533,-4.593029
-1.1032173,1.2138152,1.168982,-4.7366597
-0.20949762,1.0215956,0.97640596,-4.2255659
-0.3545924,0.9776317,0.98198535,-4.2352493
-0.76462538,1.1738398,1.130963,-4.64435
-0.35576021,0.9393013,0.99282506,-4.3871343
0.44681785,0.65489731,0.73961063,-4.6338366
-0.29489079,1.0551366,0.96465872,-4.2132627
0.1047572,0.91424928,0.96343547,-4.186263
0.84956703,0.59036393,0.86351199,-4.4224126
0.47913582,0.56017657,0.85695166,-5.7847488
1.4550601,0.737362,1.0351008,-5.783638
0.32449691,0.96835407,1.0654121,-4.8922071
0.61793451,0.75681572,1.0858979,-4.5923076
1.762884,0.36255893,0.67740617,-4.7808798
-0.031315572,0.99665332,0.83491517,-3.9503813
-0.21537428,1.1589329,0.72538396,-4.9815774
0.87244763,0.79585627,0.80370387,-4.4701574
0.67444285,0.82558781,0.81429658,-4.2139236
2.3765448,0.36312558,0.98528396,-5.2775398
1.1469284,0.3333101,0.7165783,-7.6586882
2.8823985,-0.012256522,1.0995786,-5.8894105
2.231746,0.40825885,0.96306549,-5.2050389
0.12560935,0.88682922,0.75926625,-3.6222539
0.72452218,0.65891606,0.87799214,-4.22104
0.35956691,0.8456459,0.98564087,-4.289026
-0.37080486,0.80674572,0.61165327,-6.4062871
-0.8896763,1.2633139,0.95271321,-4.3714485
-1.3458168,1.0799333,1.1567511,-5.5748313
-2.852119,1.5314071,0.85077795,-5.5936539
-2.7581444,1.5249492,0.71522059,-5.567001
-1.7863655,1.5164258,0.79059662,-4.3064185
-2.0814296,1.4069914,0.78740656,-4.3127081
-1.2263693,1.2095735,0.80880269,-3.8522521
0.35324645,0.85437518,0.77805045,-3.7619128
-0.67115551,1.0656111,1.0040644,-4.2931912
1.6338012,0.34410052,1.296704,-5.5738177
2.6089815,0.46378706,1.301821,-6.6243074
1.8479761,0.097119506,1.3194059,-6.8854643
-1.761261,1.6006238,0.81390725,-5.354189
-1.5203878,1.3538226,0.74139942,-3.6808607
-0.036809267,0.97490552,0.69421438,-3.5247501
-1.8559889,1.4447769,0.82253735,-3.9814235
0.22719718,0.87898078,1.0357418,-4.4010447
-1.0831542,1.1491873,1.1680222,-4.8228607
1.5525328,0.51335395,1.0901229,-4.8589404
-1.0760578,1.2775097,1.2650694,-5.0401944
-2.2508577,1.5467177,1.438377,-5.5405376
-3.4444703,1.9480471,1.5751143,-6.1162079
-4.2243017,2.0589683,1.0122057,-5.5855137
-4.2775439,2.073383,2.0909148,-7.0712529
-0.68905299,1.0544581,1.2169554,-4.8977452
-1.9139209,1.481397,0.78354743,-3.9613589
-1.5461533,1.1372502,0.96402417,-5.4373095
1.2599465,0.69600227,0.7018838,-4.7730753
1.7812955,0.34287884,0.90768103,-4.8556708
-0.17222512,1.0985217,0.88277291,-4.4493574
-2.308618,1.8900266,0.97739922,-7.4196485
-2.8748963,1.7959814,0.99904625,-4.9462371
-2.6324205,1.7225598,0.9226855,-4.6920973
0.083579187,0.83334064,0.98296645,-4.3410832
0.49658556,0.75630161,0.94133271,-4.2102997
0.73567007,0.65106716,1.0728257,-4.6871522
0.8173479,0.55462858,1.1401006,-5.1676742
-0.2765488,0.92451791,0.93598596,-4.2167292
0.57336655,0.82991284,0.86534266,-4.1497599
0.57336655,0.82991284,0.86534266,-4.1497599
-0.1653472,0.96890696,1.2424188,-4.916379
0.59614638,0.99969432,1.1975134,-5.8960555
1.7281252,0.036971234,1.0292605,-8.8037933
-2.0219115,1.22499,0.9200921,-6.167195
-1.7623672,1.3866978,0.99195339,-4.3737188
-0.57708852,1.0382982,0.83416347,-3.823642
-1.4308896,1.3385475,0.89856739,-4.056411
-1.7467887,1.4097815,0.93909562,-4.2249716
-1.7800888,1.279114,0.92400371,-4.7126781
-4.1979734,2.0169068,1.9945519,-6.9304426
-4.1062469,1.8989701,1.5300761,-6.3976993
-6.0117847,2.6434463,1.5982722,-6.9662386
4.8276221,-0.70684566,1.5557015,-7.7920743
-4.52443,2.2326188,0.81534725,-6.2133445
-1.9610404,1.4995287,0.64303169,-3.8359696
-1.9610404,1.4995287,0.64303169,-3.8359696
-1.9610404,1.4995287,0.64303169,-3.8359696
-1.9610404,1.4995287,0.64303169,-3.8359696
-2.0314312,1.5142516,0.62742686,-3.8646124
-2.0314312,1.5142516,0.62742686,-3.8646124
-2.5275637,1.6965447,0.64251471,-4.591122
-0.75830421,1.1545224,0.79255676,-3.6695238
0.65054483,0.68619918,0.83335694,-4.073282
3.223239,0.10387475,1.2317574,-5.8656544
2.8523066,0.0080156629,1.2958955,-5.9718023
0.88205905,0.7244904,0.85885851,-4.1622103
-0.45197787,1.1699281,0.91386572,-4.44646
-0.55209915,1.0404097,0.80173223,-3.7099352
-1.0788858,1.2302238,0.77611565,-3.64695
-1.0788858,1.2302238,0.77611565,-3.64695
0.65654093,0.73455532,1.0519579,-4.5126837
1.0724749,0.74381863,1.3415908,-5.4921768
-2.3766949,1.6463014,0.88653685,-4.490016
-5.1576788,2.4488949,1.301939,-6.4717781
-5.7525452,2.4292654,1.5747802,-6.8476231
-0.39829638,0.99939461,0.73315997,-3.5315952
1.126771,0.61885014,0.75099435,-4.0069444
1.126771,0.61885014,0.75099435,-4.0069444
-0.54870299,1.0709465,0.73702452,-3.4888662
3.068357,0.039135463,0.96854317,-5.5446674
-3.5393443,2.2044097,1.570401,-7.043601
-3.3846197,2.1643641,1.5788477,-7.0283715
-3.8296256,2.0569539,1.5223023,-6.1299818
-1.7756337,1.3697708,1.3182243,-5.2143755
-1.4227868,1.4606791,0.8219093,-4.644001
-2.4739244,1.5966604,0.71558098,-4.1522477
-2.008,1.5892556,0.62166315,-4.6365503
-2.3938099,1.6610918,0.67370904,-4.4385098
-2.3938099,1.6610918,0.67370904,-4.4385098
-1.6780011,1.6011066,0.81464822,-5.6892419
-1.7198206,1.2414499,0.79525076,-4.8039642
1.2383959,0.72613248,0.82792319,-4.950313
1.0269548,0.56627561,0.8484574,-4.3219135
0.9858842,0.85879019,0.72876363,-5.930413
0.88703345,0.68448831,1.0782489,-4.6310998
-0.92914044,1.0459679,0.74661418,-4.3266149
-1.1852012,1.0849783,1.229617,-5.3448475
1.3811332,0.66351815,1.296748,-5.480626
-0.21823754,0.99757315,1.9415374,-6.482736
0.20940979,0.84666252,1.3862243,-5.3068924
1.3065123,0.52839875,0.83130068,-4.2745163
0.95363338,0.67007359,0.80287444,-4.0088575
-1.4024991,1.3469741,0.81906875,-3.8808712
0.35658344,0.82021265,0.68850607,-3.5324644
0.87170561,0.73836833,0.72824531,-3.9772796
0.24875898,0.87691437,0.7693403,-3.6991891
-0.33574732,1.1296734,0.68707908,-4.0765694
0.061453688,1.0332421,0.64847054,-4.3370355
-0.34277003,1.1249787,0.66398439,-3.9893246
-0.33630402,1.0312192,0.65574368,-3.3179138
-0.34363516,1.0594794,0.61962602,-3.3515065
-0.80164538,1.1932664,0.57269591,-3.3743515
-0.65191681,1.1055287,0.60126006,-3.198242
0.7184718,0.69636316,0.70222662,-3.7544672
1.0611403,0.64299765,0.97176442,-4.4238703
-0.11283816,1.1152998,0.95732495,-4.85246
0.055011984,0.88572862,1.0481061,-4.4165577
0.48987684,0.72367855,0.90224055,-4.207886
-0.68023371,1.1827628,0.86127024,-4.0204848
-0.15206287,0.83774771,0.71894468,-4.2500384
0.066854519,0.86742534,0.85016566,-3.8992469
-1.290592,1.2527411,0.77333402,-3.7043608
-2.3649774,1.4913237,0.63561758,-4.472057
-1.9788317,1.3729266,0.59541199,-4.3785651
-1.9788317,1.3729266,0.59541199,-4.3785651
-1.3471157,1.4056297,0.59404775,-4.2761154
-1.3471157,1.4056297,0.59404775,-4.2761154
-1.2235263,1.3630343,0.77737857,-4.1273504
-0.71825659,1.2299695,0.71371045,-4.0344186
-0.57583485,1.2005461,0.68138239,-4.1294198
-0.57816157,0.89203869,0.73429631,-5.1564201
0.63912565,0.69860825,0.81869701,-4.0022104
-0.64503198,0.74955227,1.0573139,-7.1651409
1.4239354,0.74306862,1.153211,-5.8009538
-1.1857494,1.4263353,0.77234819,-4.9905452
-1.5513382,1.3921112,0.65238663,-3.6340343
-1.5513382,1.3921112,0.65238663,-3.6340343
-3.3841661,1.8367592,1.5725044,-6.03683
-4.3503736,1.9687121,1.7790426,-6.7843994
2.3675928,0.20290642,0.93811308,-5.1315774
-0.10309286,0.97499574,0.74265493,-3.5633865
-4.7503448,2.1992391,1.3215138,-6.1189341
-1.3661496,1.2459724,2.8224036,-7.9135644
-0.86435402,1.044799,1.9234562,-6.5372046
-1.1319686,1.7159221,2.4261884,-8.3179658
-1.5141441,1.200469,0.55678614,-4.9957874
-1.5141441,1.200469,0.55678614,-4.9957874
-1.6187558,1.34746,0.64219891,-3.5674691
0.33875591,0.85124578,0.53933974,-3.434652
0.33875591,0.85124578,0.53933974,-3.434652
0.55482563,0.79953679,0.47526306,-3.7980729
0.55482563,0.79953679,0.47526306,-3.7980729
0.55482563,0.79953679,0.47526306,-3.7980729
0.55482563,0.79953679,0.47526306,-3.7980729
0.55482563,0.79953679,0.47526306,-3.7980729
-0.080426501,1.0183626,0.51556588,-3.7297446
0.52180024,0.73336633,0.7427311,-3.7976632
-1.3218694,1.3087198,0.93354464,-4.1293227
-1.210182,1.2726073,0.91188563,-4.0446156
-0.39198022,1.0363393,0.95660278,-4.1149629
0.78076581,0.85250172,0.72866144,-4.7778689
-0.90605895,1.3240258,0.78799571,-4.592265
-1.3331097,1.4116528,0.92092231,-4.5293868
-1.1301167,1.2083932,0.80769841,-3.7582883
-0.84812277,1.1351409,0.86599439,-3.8754306
-0.13996949,1.0745398,0.86843934,-4.3070684
-0.25473836,0.97158016,0.87752175,-3.9064773
-1.8696555,1.3575929,3.6944955,-8.9684239
-2.6541181,1.6480531,2.2870267,-7.1760462
-0.32277878,1.0630026,0.83197196,-3.8550173
-0.084213696,1.0826981,0.8501502,-4.4854323
-1.1097799,1.067819,0.82896812,-4.7233248
-0.4649404,1.2908851,0.92635292,-5.7240695
-1.1384243,1.0297945,0.83808556,-5.3339258
0.37567196,0.64783372,0.99428357,-5.0516755
-2.3975101,1.4320136,1.2540368,-5.5107926
-4.0187523,2.3909175,2.063443,-7.7678985
-2.2181949,1.4237889,1.6629319,-6.1199191
-2.1347651,1.4127443,1.6052527,-5.9745358
0.89491097,0.60274243,0.64968299,-4.0805794
0.5982142,0.53914508,0.64279646,-6.4940516
-0.25889472,0.95781764,1.1492971,-4.6874882
0.88604729,0.66921444,0.78113585,-3.9359852
1.2072585,0.54236043,0.52445291,-4.430528
0.18728517,0.80566009,0.64759338,-3.6550347
3.1013726,0.021984571,1.1821015,-5.7150079
3.2076689,0.16882259,1.105734,-5.9949598
2.770971,0.14865996,1.1217898,-5.434895
3.1032311,-0.099154001,1.5122365,-6.4563587
-0.46668418,0.99333149,0.6008084,-3.4241757
-1.9330246,1.5096991,0.66281589,-3.9227539
-2.0159908,1.6071026,1.5241355,-5.8803092
-2.2039121,1.6339233,1.479427,-5.7519596
-1.2844174,1.2783704,1.6421851,-5.8883998
-1.3867868,1.1221858,1.9927415,-6.8017021
-3.2946523,1.4452912,1.8109825,-7.5734824
0.58953624,0.39882453,1.3171976,-7.071762
0.39477534,0.71653411,0.53669922,-4.2605109
0.39477534,0.71653411,0.53669922,-4.2605109
0.92252212,0.71049017,0.72862327,-3.9405835
0.63081374,0.69974843,0.72350193,-3.8254789
-0.48172043,1.0431317,0.69046511,-3.379517
-0.35806556,1.0271334,0.7165698,-3.4438043
-1.2732114,1.364551,0.73572674,-3.9787505
-1.0414286,1.2293127,0.60506828,-3.2968287
-1.3711712,1.3427451,0.48609648,-3.6558685
3.0735339,0.11051366,1.4800048,-6.0944311
2.3518595,0.23134981,1.672187,-6.2429844
7.9816948,-1.5876897,1.7345762,-9.2648103
7.9331477,-1.2014257,1.8996975,-8.3645679
4.2450482,-0.33621285,1.4677365,-6.6087061
2.8493751,0.17980396,0.983707,-5.3912804
-0.025436506,0.90144443,0.77442351,-3.6647631
-0.093467832,0.8997916,0.63047028,-3.4393958
-1.2694729,1.2833477,0.67713846,-3.4630901
1.2229489,0.60177963,0.85520747,-4.2396898
-0.35815803,1.0565553,0.8123147,-3.7481653
-1.1681908,1.2883187,1.1213788,-4.6516634
-1.3596199,1.2243672,0.70722917,-3.8042857
-0.96448141,1.1667517,0.80746914,-3.7254805
-0.72741351,1.2402221,0.9961537,-4.5820796
0.28955841,0.8644162,0.7939541,-3.7676251
-2.2782014,1.654467,1.4617249,-5.728146
0.0020154912,0.97000089,0.84857439,-3.9186739
-0.62757161,1.3554512,0.89844892,-6.0614341
-3.6806353,2.0302207,1.3613873,-5.8605386
-3.5943744,1.9399648,1.0517003,-5.2322012
-0.86824049,1.1341056,0.84697413,-3.8344947
0.97797004,0.53817835,0.83675284,-4.5654495
1.9276588,0.45507785,1.0763907,-5.0517001
1.0290552,0.65208019,0.73270157,-3.9309672
1.2351535,0.531534,0.72184961,-4.166817
1.1099248,0.69460596,0.57476768,-4.4157533
-1.4344534,1.3953563,0.5662305,-3.8839848
-1.6650599,1.4269297,0.7145252,-3.7832586
0.24951062,0.83966543,0.61404309,-3.3875312
0.24951062,0.83966543,0.61404309,-3.3875312
0.30709397,0.67925307,0.63092566,-5.015162
0.39827841,0.86213871,0.51965217,-3.6772979
0.39827841,0.86213871,0.51965217,-3.6772979
0.50509325,0.92449092,0.52935047,-5.2952228
-4.3493939,2.0010643,1.2249437,-6.0378377
0.044325654,1.1292363,2.6949032,-7.8892676
-1.5078577,1.1284033,3.190366,-8.4880507
-0.54589774,1.0096837,2.5070686,-7.4573361
0.40355511,0.72841463,0.53719868,-4.0387015
0.52320423,0.68707766,0.53102858,-4.2741297
0.57873564,0.56771028,0.56059474,-6.6050461
-0.45069403,1.0834146,0.60329877,-3.293706
-0.45069403,1.0834146,0.60329877,-3.293706
2.4028108,0.28995168,1.1615295,-5.3315196
1.8925793,0.41475712,1.7457631,-6.2793286
-2.3731246,1.6635363,0.77214692,-4.4705321
2.229912,0.3028032,0.95601428,-4.9303475
-1.3652289,1.4554156,1.1391412,-5.1643387
-2.5444609,1.392691,1.1703626,-5.9674019
-1.8011,1.7502176,1.044986,-7.0636694
-2.2544647,1.6463225,1.0394907,-4.871063
3.1844146,0.11306039,0.83401709,-5.8598015
-1.2446572,1.3559428,1.2945923,-5.1983647
-1.7900077,1.3327139,1.268858,-5.1767564
-1.9712019,1.5112125,1.4534476,-5.5589571
-4.8689264,2.2552329,0.99862195,-6.0753645
-5.3407814,2.0560657,1.0586023,-8.9282713
-3.7141628,1.7839535,1.5749258,-6.3745802
2.0852683,0.42822515,1.100557,-5.2065617
0.33788401,0.9679617,0.90853123,-4.6465117
-0.79200025,1.0696088,0.69179665,-3.649968
-2.2586222,1.5146381,0.80417187,-4.152457
-2.2044964,1.6000217,0.80941155,-4.300178
0.0030525121,0.74295109,0.88143321,-4.9654367
-1.7019969,1.2131307,0.87328287,-5.0797802
0.55151853,0.80680675,0.81604798,-3.9280487
-5.0923149,2.543484,1.8365109,-7.2425654
-5.5564191,2.5053546,2.025905,-7.2565225
-7.3674209,2.7652341,2.447137,-8.2505704
-7.1651978,2.7689694,1.6132932,-7.6015422
-5.2015068,1.9850585,1.2536938,-8.4483
-4.0644106,2.1485089,1.3429713,-6.0080116
-3.9943123,2.0879375,1.4582593,-6.0532895
-3.6856489,1.9994777,1.1514743,-5.4733546
-5.9388498,2.1845063,1.3862538,-8.5545027
-2.4070995,1.3289401,1.047562,-6.1780225
-1.0300509,1.1768712,0.68233112,-3.4482039
-0.50897454,1.3391329,0.63602687,-8.0234201
1.4404023,0.64396101,0.60266555,-5.2021817
1.9301242,0.45817991,0.62336365,-5.0444027
-1.4626268,1.2132989,0.76356806,-4.2370158
-0.26880872,0.94430236,0.59106859,-3.394628
-1.9478588,1.3259272,0.61665043,-4.882162
-0.34126306,0.86395507,0.96524968,-4.7679867
-0.59936177,1.0851416,0.9249701,-4.0204492
-0.74792575,1.134573,0.64989322,-3.293933
1.9965514,0.38851378,0.77864655,-4.6448903
1.8306798,0.44385162,0.67402331,-4.5728762
-1.6184463,1.3928647,0.49211094,-3.6988282
-1.3022928,1.2686908,0.61774441,-3.3794263
-1.6703309,1.4075077,0.50369045,-3.7082192
-1.315596,1.4500405,0.53638673,-5.7548577
-1.7605238,1.2520563,0.72368647,-4.8780148
-0.88253299,1.0593041,0.73968417,-4.0314736
-2.3390876,1.5689485,0.77973774,-4.1273619
-0.082957446,0.89012897,0.96363927,-4.2362767
-5.6900434,2.7193538,2.4256745,-7.9901081
-4.7862195,2.1778383,1.576095,-6.4692677
-4.2923502,2.3133884,1.4934427,-6.655098
-1.7944122,1.6177819,1.1288677,-5.5306397
2.9961668,0.17377075,0.97527208,-5.5966568
2.462868,0.26687727,1.0054541,-5.1343876
1.7349065,0.53484389,1.1632893,-5.216254
-0.92436936,1.2210043,0.54271364,-3.3562035
0.37693002,0.84849257,0.53534536,-3.496568
0.21451615,0.74152862,0.50352435,-4.8418704
0.4708576,0.72038148,0.87922328,-4.1877031
0.41054569,0.77684345,0.7477822,-3.7224206
-0.058651171,0.87921106,0.74624696,-3.7126087
-0.16760457,0.98141869,0.61233754,-3.2575041
-0.92174657,1.1930064,0.67190163,-3.3773142
-0.33998746,0.90626552,0.94053691,-4.4117449
2.4289963,0.23549957,0.96014963,-5.0654586
3.5252054,-0.1659358,1.2838804,-6.2138156
3.1391128,0.12842153,1.1321898,-5.7335871
2.8728441,0.017771108,0.94837985,-5.7240487
-3.9829267,2.0633349,0.85760347,-5.4781925
-3.8683838,1.935652,0.8474557,-5.3949936
-3.7225282,1.9507458,0.85034505,-5.1781465
-3.7181475,1.8496087,0.9937428,-5.4504904
-3.545965,1.8880145,1.0101641,-5.1366976
1.1075375,0.57621287,0.97589318,-4.4916128
2.143011,0.39632389,0.80875571,-4.9101322
-1.146761,1.1798025,1.5657828,-5.7474782
-1.2564911,1.131505,1.4445591,-5.6644484
-3.1503939,1.9596029,1.2261656,-5.8014226
-0.59047512,0.93293723,1.0079153,-4.8316228
0.37798513,1.1012716,1.0552799,-6.2755346
-0.64821872,0.87426145,1.0161077,-5.5346296
-1.3239463,1.0457163,1.3413086,-6.006556
0.09899629,1.1450036,1.3587636,-6.0782549
