beta_0,beta_1,sigma,log_lik
-0.38652454,0.98899276,0.42237897,-3.6097692
-1.5370561,1.3313781,0.75930671,-3.7258819
-0.15310377,0.85453369,1.5870764,-5.872962
0.24669569,1.1303502,1.6939091,-6.6674762
0.51135798,0.5159643,2.2272727,-7.3729611
-2.8863978,1.6604596,1.2529269,-5.3283817
-0.54092419,1.1109667,1.1935499,-4.8055694
-0.65945535,0.82354903,2.1187981,-7.2449263
-0.67674013,0.74490533,2.0943515,-7.520172
0.74377149,0.18480073,2.2529347,-8.4783111
2.6165185,0.72151406,2.5610451,-8.701904
-3.7642733,2.3084903,0.92790369,-8.828456
-1.9741855,1.7877494,0.92169262,-7.3371326
-2.5258516,1.625853,0.98815273,-4.6017667
-1.0361728,1.2306856,1.1137265,-4.5900261
0.32450283,0.82842528,0.56398455,-3.3793717
-1.8645202,1.351002,0.55181525,-4.2896518
-1.8645202,1.351002,0.55181525,-4.2896518
-1.4290143,1.3883853,0.59162914,-3.7882892
0.7995955,0.8743976,1.028672,-5.185526
0.13887318,0.74584023,0.85824537,-4.5427912
-1.4059528,1.2980036,0.69430648,-3.5404728
0.53746801,0.75054447,1.2879811,-5.1033546
0.36015398,0.8875908,1.475881,-5.5740334
0.052909038,0.91225083,1.5219828,-5.6129964
1.1118157,0.53165699,0.54576532,-4.6455797
-0.41537724,0.93759949,0.48440594,-4.2276902
-2.9601385,1.8539413,1.1686022,-5.3877477
-1.8550863,1.1842017,1.5978607,-6.4440546
1.9827138,0.039035343,1.3463075,-7.1107575
2.3356268,0.10439454,1.3506359,-6.0571029
3.0508528,0.12145697,1.2797606,-5.7952374
2.9218724,0.23914677,1.358098,-6.0340369
0.44157141,0.6866255,0.68141651,-4.2632941
-1.7701853,1.3022361,0.5588078,-4.5410255
-1.6927181,1.3026692,0.54985412,-4.1744377
-2.3635052,1.3984532,1.0616955,-5.3759291
-2.5188558,1.3850172,1.0803422,-5.9335873
-2.3753228,1.8375004,1.0128313,-6.2854978
-3.0136575,1.4904505,0.99946064,-6.5438316
-1.8035485,1.7030619,0.98920271,-6.4567586
-2.2685667,1.6081552,0.99831288,-4.6247713
-2.4146842,1.5708741,0.73083423,-4.1295768
-1.649725,1.4875564,0.50053459,-4.8869566
-2.6114437,1.6630708,0.62565347,-4.3440972
2.3275899,0.32082659,1.0682104,-5.1665983
1.9458623,0.26586663,0.93134428,-5.1647884
2.4202546,0.40538867,0.9653417,-5.6465967
0.27855906,0.60907559,1.2195761,-5.8410326
0.63519892,0.77899579,1.2408309,-5.0064356
0.069691681,0.96332348,0.56983654,-3.5445455
1.7359969,0.46859238,0.52397195,-5.0240439
-3.2089181,1.8402477,0.6801199,-4.928429
-1.7293148,1.3640754,1.0346906,-4.4931729
-2.3775676,1.7411358,1.2634486,-5.6016571
1.7528072,0.43222497,0.61888338,-4.5651697
-0.098063634,1.0940337,0.47689283,-5.5802931
-0.99420207,1.2867887,0.57349601,-3.85627
-1.633951,1.2328275,1.2704209,-5.3541181
-1.0408,1.2963203,1.1638876,-4.8589737
-1.3297462,1.2117842,1.1472561,-4.8094259
-1.0120594,1.2131552,0.64175496,-3.3279181
-0.8083652,1.1388866,0.6037369,-3.2194524
-1.2452512,1.3261531,0.63831722,-3.6119974
-1.9188914,1.3938445,0.7759083,-4.034938
1.1031709,0.631289,0.61770538,-3.9184727
1.6592109,0.45255545,1.0136395,-4.74001
1.6953707,0.55102768,0.98283192,-4.9244757
3.4815577,-0.24214295,1.3811801,-6.6603418
3.526032,0.086596968,1.2410045,-6.241751
0.46145645,0.90393779,0.84618094,-4.3398888
-0.21990344,0.86932829,0.64559664,-4.0755408
-2.0991248,1.4364932,0.72773371,-4.1034243
-0.7842809,1.3135686,0.60535781,-5.3346466
0.13488636,1.0683218,0.90854053,-5.0462905
-0.68915777,1.1344312,0.79790902,-3.6781187
3.6914534,-0.099386729,0.98331769,-5.9988628
1.5069094,0.60115824,0.74688058,-4.6353217
1.1050781,0.4225204,0.79081379,-5.607979
1.647175,0.61860316,0.74353556,-5.3575879
1.8047912,0.3845096,0.7372611,-4.5574513
-3.6483549,1.9756049,0.77539893,-5.2747905
-3.3144133,2.1335317,0.82382788,-8.1857447
-4.0075919,1.7450689,1.0832642,-7.1461076
-4.0974875,2.0881235,1.2362579,-5.7291042
-3.1999347,1.8968051,1.6587714,-6.2389059
-3.9064801,1.9653655,1.1666293,-5.5384696
-0.88005136,1.0415486,0.84230257,-4.3320285
0.061012359,1.0460814,0.59750695,-4.6757356
-0.453732,0.90725982,0.55273989,-4.7578341
-0.82940966,1.0412665,0.75887038,-4.0824787
0.12144641,0.97663174,0.7135863,-3.8902643
-1.59933,1.4336861,0.67448044,-3.8620607
-1.8343548,1.5772487,0.65151051,-5.0199709
1.7854113,0.30590048,0.91182718,-5.0965906
4.0281353,-0.1143874,1.1568314,-6.2933117
2.776461,-0.001964512,1.1345408,-5.961141
3.6382174,0.0087258633,0.65999175,-7.6439949
3.0082223,-0.11856648,0.7138389,-8.113208
2.8858107,0.22609598,2.4268774,-7.5519287
4.4969891,-0.68289872,1.9737707,-8.0591321
5.6651224,-0.71778734,1.8156053,-7.4263155
1.430767,0.45160995,0.9683153,-4.7115526
1.6548,0.57149523,1.289691,-5.4761961
3.3948123,-0.12037826,1.9620228,-6.9893396
4.4955603,-0.22230628,2.375217,-7.7112956
5.2662765,-0.37408374,2.5380105,-8.0884633
4.1260248,-0.52304104,2.1519561,-7.850151
2.3185178,0.51812996,1.9337931,-7.041952
2.6925567,-0.022474677,2.0701883,-7.2023979
2.3313885,-0.40759064,2.368755,-9.5023527
0.70250291,0.43091241,1.0807622,-6.5174436
0.75085759,0.88112886,1.0332876,-5.1263653
1.20828,0.47231573,0.88340198,-4.7311675
0.0018655368,0.97443593,0.50707787,-3.5222042
-1.8335697,1.5087921,0.89742906,-4.3568158
-1.8395953,1.508067,0.89395116,-4.3396932
-0.33064445,1.1035584,0.59714209,-3.7739609
-0.83750825,1.1707272,0.58193808,-3.2182843
0.44584292,1.1421407,1.039045,-7.1679068
-0.64200396,0.75909465,0.97294514,-7.2330135
-0.057091253,1.0891014,1.2669169,-5.343261
-1.0241802,1.1417693,1.0972006,-4.6132994
-0.011045638,0.92154067,1.0938698,-4.5266533
-0.92041375,1.1928896,0.37010983,-3.9592989
-0.59958892,1.2255192,0.35768394,-7.7175156
-1.3447974,1.41249,0.48621988,-4.9820373
-1.3621138,1.3960663,0.4755504,-4.5773078
-0.82472277,1.1123948,0.40178365,-3.7665948
-0.82472277,1.1123948,0.40178365,-3.7665948
-0.22731456,1.0643025,0.45015157,-4.0818511
-1.2968206,1.2983691,1.0405665,-4.4143516
-0.73995187,1.1415853,1.0120253,-4.2817057
-1.3469146,1.2920677,1.5086747,-5.5955499
0.11574667,0.57319583,1.4174233,-6.6350022
1.9006501,0.609451,1.4416459,-6.2192289
2.0632116,0.42481604,1.5018395,-5.8980983
1.5616897,0.38322475,1.4350022,-5.7504347
2.1497263,0.38525984,0.70360027,-4.9748617
1.2109303,0.79383087,1.2897618,-5.8413539
1.0701776,0.69818685,1.2227266,-5.1064466
2.509966,0.11346562,0.76063676,-5.7401452
3.5868812,-0.025194198,0.85314842,-6.1465884
2.4218812,0.23991968,2.1652083,-7.0697195
4.2725215,-0.061266729,0.9070061,-7.826819
0.40579899,0.78503934,1.1428852,-4.7191713
0.57782108,0.95352748,1.1544201,-5.4434988
-1.6146346,1.1250144,1.1657306,-5.8641452
-1.1562918,1.2280665,1.2593792,-4.9782188
-1.3876956,1.213507,1.2345365,-5.0682215
-2.1309453,0.97475026,1.0387501,-11.218812
2.9219193,-0.67495618,3.1162585,-10.037908
2.8054271,-0.67246039,3.2057119,-10.160755
5.1571045,-0.14516032,1.4923691,-8.334773
2.32847,0.67006328,0.97707574,-8.9724976
2.4826929,0.5850444,0.9519792,-8.3864966
1.8950097,0.12314082,0.78619564,-7.720451
1.913848,0.48599406,0.88762502,-4.9124615
2.3229481,0.57846391,0.85508022,-7.8953197
1.7736111,0.26357686,0.82102831,-5.5934468
3.0560373,0.19110715,0.65817374,-6.8961813
2.6300585,0.11800308,0.62775616,-6.1537767
2.5640833,0.17758194,0.68497208,-5.4500545
1.6600071,0.49976829,0.9752526,-4.6914707
1.1768641,0.63887839,0.57313807,-4.1535132
-0.18428758,1.0171331,0.63181871,-3.3978106
-0.08225787,0.97052037,0.57440694,-3.2698386
1.050226,0.62494555,0.66672209,-3.8754749
0.98783519,0.65225236,0.64635336,-3.8177822
-0.511728,1.0299162,0.76359799,-3.6073134
-0.20547859,1.2426129,0.71464437,-6.8804358
-1.1350793,1.0921113,0.69406119,-4.511925
-0.96453667,1.0842617,0.69035749,-3.9728575
-0.49937042,1.0134654,0.62007235,-3.3645278
-0.36452064,1.0156042,0.59827871,-3.2007662
-2.2882576,1.596752,0.63132618,-4.1283139
-2.2422377,1.3816975,1.2794374,-5.5573985
2.3346893,0.40534099,0.86361369,-5.4458501
-0.057136089,1.0213025,2.0354202,-6.7014701
1.0037079,0.5245761,2.8637914,-8.0268598
-2.2771576,1.5731483,0.6063993,-4.050164
-2.3074053,1.6101336,0.58101823,-4.2898337
-2.4080836,1.6502979,0.5970228,-4.4574829
-4.0596557,2.0808798,0.50305628,-8.1270874
-4.1635801,2.0552185,0.48581562,-8.634206
-4.0602199,2.0872624,0.49960978,-8.2585182
4.3592731,-0.16988975,1.3400374,-6.6211015
-0.70029598,1.3218466,0.85345562,-5.2967231
-1.9952489,1.1848015,1.4178485,-6.4799536
-0.41084536,1.3991102,1.3296493,-7.0185921
-1.8590907,1.4452145,1.4120744,-5.4251378
-5.8612957,2.1245648,2.1357291,-8.3642655
-5.996854,2.4834261,1.6012898,-6.9899401
-5.7617914,2.4823277,1.5363659,-6.7688812
-5.0832589,2.4398636,1.1684608,-6.4589683
-5.7453256,2.6150211,1.8221537,-7.1424989
-3.4504856,1.8948379,0.99477573,-5.0764888
0.2089297,0.79651681,0.52444804,-3.763002
-1.8680871,1.3995883,0.46980861,-4.1334259
-1.9077278,1.3919587,0.4388287,-4.6441773
-1.7010211,1.5722462,0.53881321,-6.4766823
-2.2504779,1.3874609,0.53008807,-6.268882
-1.1766202,1.1056159,0.5484931,-4.918698
1.0867342,0.85433738,1.8150693,-6.7150102
-0.23314825,1.0077251,0.4828965,-3.2580594
0.25589781,0.74952433,0.92138962,-4.3944028
0.10294402,0.76267633,0.92099503,-4.5691684
-0.80959827,1.248034,0.71700188,-3.971605
0.39815309,0.77758745,0.77926059,-3.795421
2.3105017,0.30465148,0.98106071,-5.0138507
1.6538723,0.32872599,1.0203769,-5.2156174
0.78232898,0.65414044,0.55853547,-3.9205776
1.3433161,0.58723368,0.55549913,-4.3570275
0.27561462,0.80028028,0.82038205,-3.8944987
-0.51657776,1.1867344,0.91745695,-4.4455817
-2.9800908,1.7642248,1.1757235,-5.1615165
-0.89987824,1.0566293,1.1360926,-4.8809198
-0.79688599,1.0046033,1.1550284,-5.0317255
0.14181519,1.055674,2.2017972,-7.1119032
0.27543676,0.87450515,2.2661602,-7.0737211
0.54527661,1.0822768,2.040468,-7.2707801
-0.13362526,1.0176976,1.0488864,-4.469625
1.0360508,0.53389594,1.5258135,-5.8276356
1.7170386,0.36515639,0.65594129,-4.8760245
1.441531,0.36994515,0.67648192,-5.5218371
-2.7581863,1.6105584,0.64514608,-4.7273122
0.42386425,0.73978015,0.73209338,-3.8501487
2.3116567,0.20294118,0.95739122,-5.1749797
-0.75757247,1.1764952,0.58236526,-3.3383069
-1.7017664,1.4213529,0.62319708,-3.6348909
-1.7324933,1.2713273,0.55188745,-4.9399767
-2.2564749,1.6894601,0.72472127,-5.0425763
1.3584417,0.69006891,0.60408216,-5.5301706
0.49881244,0.71387274,0.66330756,-3.8407911
0.20104278,0.88698319,0.71726692,-3.5600515
-1.3543633,1.2952974,0.76134262,-3.666456
-3.1644984,1.7803169,0.78963214,-4.7206896
-0.57431163,0.99929334,0.43602615,-4.1785398
-1.1413469,1.3037978,0.62264836,-3.6183895
-0.10360652,0.89920182,0.62052875,-3.4476436
1.2174267,0.51259423,0.82005307,-4.3769756
0.18516588,0.9332971,0.78757525,-3.8621623
-0.31680057,0.86332255,0.80945273,-4.5161033
-1.3512226,0.94538839,2.1946884,-7.5848033
-0.35873135,1.2918601,1.3341052,-6.1836606
-0.34707941,1.3485426,1.3090076,-6.6898704
-0.33591046,1.2825881,0.73505584,-6.8338175
-2.7710614,1.3729737,1.1847096,-6.8377447
-3.130361,1.5778213,1.0779185,-5.935741
-3.0386956,1.7514139,1.1005065,-5.028941
-2.8392451,1.8381709,1.0031383,-5.2210054
-3.1065436,1.6943112,0.83281099,-4.9285174
-3.2367114,1.9590543,0.86346585,-5.5294844
-4.1105603,2.1256537,1.1083455,-5.6726195
-2.6875152,1.9794181,1.8260354,-7.1542905
-5.1846663,2.1643152,1.8397039,-7.1536469
-3.6831366,2.1307022,1.1688983,-6.1287082
-4.4080904,2.0720587,1.1187784,-5.8216908
-2.5115682,1.6266551,0.67445698,-4.1843236
-3.0880815,1.905323,0.58025593,-6.4056746
-2.7011723,1.8307016,0.87530422,-5.3792919
2.0090592,0.47906401,0.51209594,-6.6902968
1.3276087,0.65253907,0.44572437,-6.1208931
0.71164445,0.75314594,0.60502629,-3.6627418
0.7275953,0.69307225,0.6887114,-3.7430527
-2.1245254,1.5147259,0.84005473,-4.126271
-2.6097299,1.6370294,1.2853487,-5.274326
-3.4696709,1.881539,1.3742353,-5.6907503
-1.7568853,1.4890105,1.1812649,-4.9753727
-1.2302432,1.1896659,1.2050895,-4.9281284
-0.93370142,1.364309,1.1801373,-5.3729914
-0.90211384,1.3751627,1.1745044,-5.501204
1.3016689,0.7994127,1.0109923,-5.9485743
1.5857164,0.67360344,0.96308177,-5.5537131
0.72237212,0.74346861,0.78203129,-3.8792042
0.38159113,0.82232015,0.5601015,-3.4109935
1.2731111,0.5906974,0.60548503,-4.0959998
1.3258391,0.41123316,1.6127557,-6.1428058
1.3810642,0.44467395,1.6276948,-6.0639019
2.525114,0.42766276,1.9263116,-6.9655651
3.1067816,0.24039813,1.2263351,-6.2219662
-1.1685377,1.2688995,0.57681899,-3.3279209
-1.2264369,1.2437733,0.58272174,-3.3242927
-1.5571874,1.3759058,0.6519213,-3.56366
-1.5495256,1.4070131,0.65262085,-3.7263464
-1.7667894,1.4785349,0.63866669,-3.9287729
0.16904188,0.93703367,0.51114438,-3.6847597
-0.13046655,0.87927031,0.5166766,-3.7874693
-0.33966997,1.0297648,0.57581797,-3.1870126
-1.1845129,1.2155905,0.46529901,-3.5202508
-0.87955431,1.1065431,0.42257107,-3.9071349
-0.87955431,1.1065431,0.42257107,-3.9071349
-0.79614602,1.0227521,0.39599239,-5.8486641
-0.049965216,1.0495822,0.53022567,-4.3682028
-0.056031335,0.79107011,0.6495154,-4.620781
-0.016363049,0.82918084,0.64182126,-3.9138137
0.43670415,0.81291401,0.64626128,-3.5018597
0.12089153,0.81306613,0.6689524,-3.7432598
0.15903227,0.7946493,0.6815229,-3.836356
1.6898999,0.47325321,0.56161271,-4.7031293
1.512964,0.43009092,0.5752703,-4.8487346
1.8371544,0.27879596,0.71616225,-5.4560871
2.2019827,0.4074266,1.2882268,-5.5921327
1.0258426,0.41309747,0.95552044,-5.797843
1.333283,0.74715839,0.8323346,-5.5726561
0.81946735,0.62698947,0.82660344,-4.1809889
1.5373426,0.78391953,0.74857437,-7.8925979
1.2475116,0.66834253,0.737293,-4.42621
-3.0992321,1.6690766,0.7546959,-5.1522127
-1.7191583,1.4566329,1.1937015,-4.9413243
-1.2741541,1.4213736,1.3118407,-5.4424459
0.24467554,0.91843077,0.5969286,-3.636837
-0.81499564,1.2066411,0.9205861,-4.1237673
-0.23028282,0.8955383,0.67808346,-3.8086366
1.0961718,0.62763911,0.75992037,-4.0028437
0.34072027,0.85830371,0.41044563,-4.0219494
1.047423,0.56832508,0.77481273,-4.1835927
-0.87311477,1.1472405,0.42223104,-3.4704015
-1.5119084,1.3848202,0.53122782,-3.6605444
-1.5537136,1.3009937,0.55081544,-3.6692642
-1.7619409,1.5612951,1.1438395,-5.2149519
-1.9820996,1.3085859,1.1723601,-5.3299716
-0.53085954,1.0089359,0.55421261,-3.4321961
0.035821213,0.96687672,0.54951355,-3.4911225
-0.98033474,1.1709871,0.43175971,-3.4899073
-0.74783077,1.1017533,0.4484981,-3.3669731
0.20567754,0.78969784,0.59294814,-3.751706
0.074921742,0.83937833,0.61337261,-3.5715111
-0.50581031,1.1043094,0.63086971,-3.3597931
-0.87317927,1.2041265,0.6083202,-3.3527121
0.7491857,0.61711301,0.57772683,-4.3944704
-2.6887447,1.4964991,0.97621878,-5.362509
-2.4392938,1.9189834,1.2370871,-6.8761687
-3.9918781,2.1235405,1.1055918,-5.7154634
-0.4510423,1.0998531,0.69275744,-3.5283307
0.39125418,0.79133717,0.58820965,-3.4593843
-0.47396636,1.030839,0.68355362,-3.3819843
-2.1839176,1.5376296,0.77202132,-4.0376959
-3.20779,1.8192189,0.87857985,-4.7972799
-5.6144493,2.2623507,1.896625,-7.3820004
0.87912555,0.56347411,0.54713331,-4.9537619
-2.3014589,1.6646127,0.99496323,-4.8365946
-5.0961588,2.5513562,1.3971673,-7.0165077
-5.0928734,2.62088,1.3772106,-7.5090674
-6.0785331,2.8829655,1.4404985,-7.8759435
-7.6940544,2.8037325,1.608349,-8.2602824
-7.6039562,2.7309798,1.6053674,-8.4553756
1.3759727,0.809739,1.9874609,-7.1049157
-2.0055875,0.99657123,2.0443588,-8.0925835
0.86245004,0.58183882,2.4300407,-7.4006861
0.39056945,0.4128146,2.4554551,-8.05237
1.8939387,0.69475464,1.115108,-6.7633364
1.1614033,0.43261791,0.88030809,-5.2013747
1.5962566,0.61876518,0.91192529,-5.0683543
1.0292815,0.59994612,0.92379093,-4.3439288
-2.6615922,1.5847246,0.97446529,-4.7557275
-2.562695,1.5837079,0.98835401,-4.6625069
-2.4998344,1.765861,1.1127524,-5.3587595
-5.2731431,2.4110131,1.1048124,-6.3648515
-4.4109159,2.2334071,0.80651146,-6.3145164
-1.0472441,1.2062419,1.4512148,-5.4442179
-1.153331,1.2735728,1.4314176,-5.416888
0.31489319,0.83179557,0.38769466,-4.0945987
0.84812218,0.776288,0.40828896,-5.7247021
0.84812218,0.776288,0.40828896,-5.7247021
0.94196024,0.70158792,0.38799074,-5.2785228
1.0879041,0.65090088,0.38961136,-5.4275742
-2.9586252,1.656757,1.6701957,-6.190556
-3.0503661,1.8999848,1.1600366,-5.5091701
-3.3163395,1.9730088,1.1293978,-5.5779099
0.15477877,0.85015026,0.77281509,-3.7004609
-1.6878516,1.4386499,0.71388198,-3.8190109
-3.9156297,1.9770511,1.0141903,-5.3753222
-3.5265684,2.1268445,1.0729418,-6.4157954
-2.5496456,1.5106718,1.1676769,-5.2320436
0.78949747,0.83600353,0.54978338,-5.1272717
0.27153865,0.71995826,0.55355319,-4.6954562
0.3780353,0.91741695,0.56127962,-4.1876299
0.070226623,0.85427798,0.68143353,-3.5576721
-3.7314262,2.0240934,1.0839341,-5.4504745
-1.0962027,1.2319103,0.60783167,-3.2912426
-1.7779585,1.4020718,0.65283562,-3.6458231
-1.0132945,1.1884414,0.38390869,-3.8327134
-1.4373496,1.2653441,0.40792935,-4.3511325
-0.27721575,0.96759485,0.61439707,-3.2961694
-1.5692661,1.2763016,0.56175304,-3.9571305
-1.5358699,1.2869067,0.61743467,-3.6954426
-0.25368668,0.987602,0.66787338,-3.338272
-0.87753106,1.1492449,0.74276546,-3.5338234
-1.4244103,1.2986055,0.56763014,-3.4106222
-0.91796772,1.0724547,0.61532163,-3.949723
-1.2300186,1.1491974,0.53123491,-4.4072395
-0.50882487,0.94817381,0.45999558,-4.7738105
-1.9262744,1.5471044,1.0110536,-4.6774199
-0.29596797,1.2706436,1.0996576,-6.007585
9.5035088,-1.5458399,2.4930436,-9.0898146
-3.635167,2.0222332,0.61329049,-6.3906939
-4.0346956,1.9433281,0.6808869,-6.3516167
-4.0521985,2.1139641,0.65864965,-6.4397289
1.7789743,0.48250891,0.68691979,-4.6021092
-2.6300752,1.7087834,0.60186271,-4.6592705
-1.6021572,1.4914051,0.60054315,-4.6564577
-1.6544113,1.2886596,0.63632314,-4.0428336
-0.37119704,0.93347044,0.7458473,-3.8918716
-0.28192503,0.916833,0.52846549,-3.7806002
-1.7819678,1.4499905,0.46044979,-4.1070822
-1.7819678,1.4499905,0.46044979,-4.1070822
-0.99616092,1.1407716,0.56924009,-3.4572824
1.4286512,0.41061951,0.63688086,-5.0696986
-2.8704764,1.6733614,0.78462332,-4.5420748
0.12974703,0.89213267,0.50295934,-3.3200797
0.12974703,0.89213267,0.50295934,-3.3200797
-1.2309269,1.2729984,0.6807791,-3.4588741
-0.18598621,0.96655205,0.61624766,-3.2523478
0.036554929,0.91444176,0.99889517,-4.2661768
-2.1324295,1.5772339,0.65239964,-4.1515209
-0.93111892,1.2507855,1.1508603,-4.772868
-0.98128087,1.0520913,0.81479279,-4.475455
-0.61176358,1.1914085,0.83163205,-4.1208075
0.51199178,0.55427903,0.92844386,-5.6673095
-1.2162701,1.0621694,0.97539157,-5.2158222
0.074277994,0.76223703,0.49836357,-5.280375
0.29430003,0.80438367,0.49219114,-3.5800793
-1.7948487,1.5276515,0.66121962,-4.3812558
-0.041555022,0.96557368,0.53152838,-3.3087345
-2.6772224,1.4456175,0.98697153,-5.8284224
-2.3390539,1.7633049,0.83556667,-5.6315753
-4.6838124,2.2182544,1.2482424,-6.0042667
-4.8754243,2.3398526,1.3208773,-6.2533418
-5.265547,2.2369908,1.1191109,-6.6741835
-3.7425182,2.1786032,1.2392408,-6.4042908
-0.89888894,1.0339186,0.99029095,-4.6944546
-0.35422756,1.076515,1.2106631,-4.8808271
-0.53015628,1.1006911,1.216858,-4.8579126
-0.47902805,1.1365548,1.3020325,-5.1637067
-1.9650962,1.5452225,1.4263039,-5.5549313
-1.4867737,1.6437022,1.4790997,-6.6638967
-1.7959048,1.3165664,1.4190579,-5.5552608
-2.5482269,1.5338166,2.0702602,-6.8562997
-6.5579978,3.0434282,1.3589384,-8.5137247
-6.8491997,2.9727898,1.5454537,-7.5825768
-7.143988,2.8034422,1.5399589,-7.5124832
-7.0892602,2.7916645,1.5458783,-7.4766764
-5.326761,2.7309347,2.3539737,-8.1465937
-5.5565569,2.2965445,1.256136,-6.8794913
-5.7691683,2.2579514,1.2746058,-7.6091345
-5.4906872,2.8733849,1.291291,-9.4270636
-6.8312106,2.7459413,1.2960207,-7.3985009
-4.3548162,2.088792,1.7076633,-6.5059178
-3.8251667,1.736917,1.6888773,-6.83474
-3.7422451,2.3595397,3.9994575,-9.5813535
-4.4737224,2.7343341,4.3079262,-10.090035
-3.8701703,1.9548105,3.4032445,-8.7191399
-2.3838827,1.3475605,1.7592838,-6.6552632
-3.2764367,1.6684513,1.1817433,-5.7017082
0.72230649,0.50423528,0.83795322,-5.7213133
0.043496249,0.78721291,0.71108529,-4.2447528
-0.29176835,0.75202503,0.77633975,-6.2297731
0.45926436,0.990635,0.74360021,-5.4019296
0.13980548,1.0119218,0.70034146,-4.3260466
-2.8129022,1.7453772,0.89819633,-4.6483378
-2.3446325,1.3580843,1.4084518,-6.0431027
-2.0053807,1.7752199,1.529473,-6.6854499
-2.3881143,1.6699121,1.5284162,-5.8462044
-5.2437577,2.0257928,1.8482204,-7.7725298
-4.4483783,2.4170548,2.0499286,-7.4808132
-7.4991825,3.2583805,1.4913707,-8.5165391
-5.7556269,2.6171002,1.4828904,-6.8651303
-0.60010371,1.0503539,0.94938157,-4.1295612
-0.632477,1.1358082,0.98296121,-4.2296064
-3.2837072,1.7735858,0.71946844,-4.9977499
-0.18748946,0.9036279,0.89799216,-4.1109987
1.2523632,0.6276718,0.85491395,-4.3288411
0.92698175,0.70768922,0.97660679,-4.4313424
1.5875495,0.55190989,0.65806015,-4.5680621
1.8200164,0.44947788,0.61625001,-4.6965039
1.8903987,0.4085864,0.57483774,-4.905611
1.8903987,0.4085864,0.57483774,-4.905611
1.8903987,0.4085864,0.57483774,-4.905611
1.7967222,0.43963628,0.56812069,-4.8122018
1.7967222,0.43963628,0.56812069,-4.8122018
1.6328121,0.5441656,0.63165121,-4.7112498
1.6563415,0.4318881,0.53933492,-4.8614758
1.029048,0.5666872,0.52973941,-4.4673839
1.029048,0.5666872,0.52973941,-4.4673839
1.029048,0.5666872,0.52973941,-4.4673839
0.69711286,0.67911003,0.55825584,-3.839693
-0.20115022,0.99502008,0.64057115,-3.3072106
-0.20115022,0.99502008,0.64057115,-3.3072106
-0.20115022,0.99502008,0.64057115,-3.3072106
-1.1499441,1.2946298,0.74585515,-3.7208
-1.1499441,1.2946298,0.74585515,-3.7208
-0.042628626,0.92188692,0.85841981,-3.8644075
-2.2226933,1.2292405,0.85418926,-7.3875089
6.5077102,-0.34592346,2.8385814,-9.3660741
-1.5353944,0.97734417,0.93772587,-8.027874
-1.2916435,1.2105576,0.79163531,-3.9057103
-2.353244,1.7692235,0.77163648,-5.817141
-2.5078531,1.7209672,0.82543857,-4.7321605
-0.9403703,1.0941177,0.86669547,-4.124627
-1.230345,1.4249314,0.93171184,-4.8774188
0.71842064,0.55506375,0.70181488,-5.1898355
1.8977096,0.21564526,0.84132661,-5.8191156
2.508839,0.47659966,0.88047052,-6.987951
-3.3668408,1.8947222,0.99470639,-5.0703332
-2.379259,1.6193749,0.78045401,-4.2280242
-0.45116446,1.0252756,0.79334325,-3.660726
-1.7138504,1.6071108,0.99343097,-5.5206952
-2.684425,1.6275132,1.1154543,-4.9483759
-0.99001561,1.2051214,0.85476337,-3.8477487
-0.94759178,1.2486306,0.56388536,-3.5439281
-0.94759178,1.2486306,0.56388536,-3.5439281
-0.94759178,1.2486306,0.56388536,-3.5439281
-0.2298069,1.0720162,0.57171296,-3.7596745
-0.2298069,1.0720162,0.57171296,-3.7596745
0.45071965,0.90045454,0.56114297,-4.2792948
-0.0038647031,0.83741207,0.53503994,-3.8847747
0.6825567,0.76250467,0.59806687,-3.6487569
0.80081165,0.74465141,0.60858459,-3.7983058
0.27733358,0.75841663,0.52286485,-4.083457
0.27733358,0.75841663,0.52286485,-4.083457
-1.3125652,1.2176913,0.67601146,-3.7033485
-1.3125652,1.2176913,0.67601146,-3.7033485
0.95910255,0.50466449,1.7414815,-6.3495807
-3.7573751,1.6696443,1.457678,-6.8904714
-1.0304015,1.1778275,0.88658693,-3.9635719
-0.75508543,1.2019743,0.94572167,-4.2313112
-1.6822546,1.3158714,0.97865315,-4.4345505
-1.0021621,1.2536479,0.74024599,-3.6787381
4.9955577,-0.56424096,1.4588968,-7.010456
4.8149153,-0.3640285,1.9596276,-7.2512421
4.0732506,-0.27723258,1.4193694,-6.4678386
1.8804326,0.35928395,0.94088358,-4.7729498
-0.49122955,0.96782867,0.72846732,-3.8482044
-1.2900529,1.3316117,0.74551198,-3.7461765
0.71821277,0.52913821,0.82487808,-5.3789133
3.6442673,-0.05138363,1.2565249,-6.0397234
0.81481511,0.66161628,1.2184594,-4.9876623
-2.8442421,1.7476731,0.92000945,-4.6776585
-2.4111233,1.337715,1.3147183,-6.1855975
-2.2193673,1.2790744,1.1437128,-6.0894087
-2.2437728,1.2876997,1.9304828,-6.9611181
-1.7164694,1.262475,1.8973269,-6.5526998
-1.8546751,0.96974225,1.866304,-7.9279535
0.763382,1.1095327,1.3629681,-7.4406615
-0.7340121,1.0187152,1.0989442,-4.7532059
0.2798785,0.86523159,1.2546702,-4.9873998
-0.21814602,0.77075439,1.3114466,-5.7486963
-0.55151613,0.86895369,1.2325901,-5.5791283
-0.29963356,1.0334574,1.1162804,-4.587199
-0.83772412,1.0255224,1.1626887,-5.001881
